SCH_ID,X1NCESID,W1MATHTCH,W1SCITCH,W3HSTRANS,X1SEX,X1RACE,X1TXMTH,X1TXMSEM,X1TXMSCR,X1TXMTSCOR,X1TXMQUINT,X1TXMPROF1,X1TXMPROF2,X1TXMPROF3,X1TXMPROF4,X1TXMPROF5,X1PAR1OCC_STEM1,X1PAR1OCC_STEM2,X1PAR2OCC_STEM1,X1PAR2OCC_STEM2,X1PAREDU,X1FAMINCOME,X1MTHID,X1MTHUTI,X1MTHEFF,X1MTHINT,X1SCIUTI,X1SCIEFF,X1SCIINT
-5,-5,0,0,54.70747,1,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-5,-8,-5,-8,-8,-8,-8,-8,-8,-8,-8,-8
-5,-5,0,0,0,1,5,0.1235,0.2453,41.7702,52.0329,3,0.9946,0.7989,0.4205,0.0893,0.0583,0,-5,0,-5,2,2,0,-7,-7,-7,-7,-7,-7
-5,-5,157.373003,187.869141,105.899108,1,3,-1.9414,0.36,17.9748,30.5961,1,0.0676,0.0217,0.0292,0.0374,0.0463,0,-5,0,-5,3,1,-1.73,-0.99,1.62,-2.46,-0.28,1.83,1.38
-5,-5,477.733951,539.90507,290.975634,2,8,-0.222,0.2082,36.916,48.4454,3,0.9785,0.581,0.2073,0.0617,0.0521,-8,-5,-8,-5,-8,-8,-0.57,-1.33,-1.41,-0.59,-0.47,-0.17,-0.67
-5,-5,127.934822,126.66681,76.195,2,2,-1.022,0.2913,25.5504,40.1409,1,0.6879,0.103,0.0498,0.0419,0.0473,0,-5,0,-5,4,3,0.6,-0.93,0.1,1.32,1.27,0.25,0.93
-5,-5,0,631.779798,221.829697,1,8,0.8957,0.2443,51.2721,60.0489,5,0.9998,0.9724,0.919,0.3547,0.1098,0,-5,0,-5,7,6,0.6,-0.13,1.62,1.34,0.28,1.83,1.25
-5,-5,159.599697,168.563978,121.169364,2,8,0.0726,0.3006,41.0956,51.504,3,0.9934,0.7743,0.3822,0.0836,0.0571,0,-5,0,-5,4,10,0.6,0.9,1.34,0.07,1.27,0.69,1.71
-5,-5,0,187.739454,152.248139,1,8,1.1815,0.2241,54.66,63.0157,5,0.9999,0.9879,0.9734,0.5708,0.1654,-8,-5,-8,-5,-8,-8,-0.57,-0.13,-0.3,0.01,-7,-7,-7
-5,-5,219.119041,238.759222,193.78675,1,6,-0.8404,0.2929,27.7725,42.0262,2,0.8097,0.1539,0.0633,0.0441,0.0478,-8,-5,-8,-5,-8,-8,-1.73,-2.37,-2.92,-2.46,0.84,1.53,1.7
-5,-5,97.60941,0,105.81451,2,8,0.2184,0.2347,42.9963,53.0174,4,0.9964,0.8388,0.4957,0.1019,0.061,0,-5,0,-5,4,7,-1.13,-0.93,-1.02,-1.01,1.27,0.25,-1.51
-5,-5,66.546678,60.79244,43.827296,2,2,0.4239,0.2412,45.5662,55.1511,4,0.9984,0.9024,0.6622,0.1422,0.069,0,-5,0,-5,2,2,1.76,1.31,1.34,0.19,1.27,0.69,0.61
-5,-5,587.545022,545.802713,0,1,8,-0.4279,0.2635,33.7689,46.3086,2,0.9528,0.4076,0.1335,0.0532,0.05,0,-5,-7,-5,2,2,-1.16,-0.3,-1,-1.68,-2.49,-0.05,0.16
-5,-5,0,77.602115,51.726055,1,8,-0.1928,0.2458,37.3519,48.749,3,0.9808,0.604,0.2208,0.0633,0.0524,0,-5,-7,-5,2,1,1.76,0.27,1.62,1.69,-0.89,1.83,0.82
-5,-5,168.137937,181.110234,131.749302,2,8,0.2654,0.2321,43.593,53.5058,4,0.997,0.8559,0.5342,0.1093,0.0625,0,-5,0,-5,4,7,-1.13,-1.33,0.1,-0.29,-0.89,0.25,-0.23
-5,-5,0,522.71435,334.919955,2,8,1.3326,0.2371,56.4314,64.5841,5,1,0.9922,0.9859,0.684,0.2112,0,-5,0,-5,5,4,-1.73,-1.74,-0.56,-2.46,-0.33,0.25,0.56
-5,-5,428.067401,396.67221,306.177503,2,2,-0.1545,0.2531,37.9158,49.1461,3,0.9835,0.6329,0.2398,0.0655,0.053,-8,-5,-8,-5,-8,-8,0.6,1.31,0.1,-0.34,0.15,0.25,0.59
-5,-5,321.025005,318.243644,167.168757,1,5,-0.5987,0.2218,31.1606,44.5356,2,0.9128,0.2765,0.0951,0.0485,0.0489,0,-5,-7,-5,4,2,0.6,0.11,-0.61,-1.36,-1.5,-1.75,-0.29
-5,-5,0,367.084294,215.300081,2,8,1.146,0.2286,54.2415,62.6471,5,0.9999,0.9865,0.9693,0.5429,0.1565,0,-5,0,-5,5,12,0.6,-1.33,-0.58,-0.18,0.23,0.25,0.49
-5,-5,127.439484,0,96.505775,2,8,1.0007,0.2539,52.5218,61.1389,5,0.9999,0.9795,0.9454,0.4298,0.1263,0,-5,0,-5,5,4,0.6,0.27,0.94,1.72,-7,-7,-7
-5,-5,0,118.287795,79.186938,2,5,-0.7793,0.1929,28.582,42.66,2,0.8419,0.1779,0.0695,0.045,0.048,0,-5,0,-5,1,3,0.6,0.34,0.55,-0.71,0.52,0.67,1.7
-5,-5,0,0,321.918522,1,5,0.0323,0.2586,40.5534,51.0861,3,0.9922,0.7531,0.3535,0.0797,0.0562,0,-5,-7,-5,3,3,0.03,-0.7,0.1,-1.01,0.1,0.25,0.09
-5,-5,0,2579.375725,1738.9424,2,5,-0.6362,0.2264,30.6048,44.1461,2,0.9008,0.2523,0.0887,0.0477,0.0487,0,-5,-7,-5,3,3,0.03,-0.3,-1.02,-1.38,-7,-7,-7
-5,-5,201.987377,247.953468,130.681972,2,8,-0.2312,0.2504,36.7785,48.3502,3,0.9777,0.5736,0.2032,0.0613,0.052,0,-5,-7,-5,2,1,-0.57,-1.33,-2.48,-2.46,-0.33,-1.3,0.16
-5,-5,89.352568,98.424745,76.285065,1,8,-0.9965,0.2161,25.8466,40.4058,1,0.7072,0.1087,0.0513,0.0422,0.0474,0,-5,0,-5,4,5,0.6,-0.53,0.1,-0.56,-2.07,1.83,-1.82
-5,-5,0,50.83748,44.097341,1,8,-0.1774,0.2574,37.58,48.909,3,0.982,0.6158,0.2283,0.0642,0.0526,0,-5,4,-5,7,11,0.6,-0.3,0.1,-0.54,0.1,0.25,0.05
-5,-5,73.303211,88.295886,70.612496,1,8,0.1103,0.2465,41.5953,51.8949,3,0.9943,0.7927,0.4103,0.0877,0.058,0,-5,1,-5,4,4,-1.73,-0.3,-0.29,-0.96,0.84,-0.46,-0.56
-5,-5,280.631189,174.820446,164.524948,1,8,-0.2522,0.2456,36.4627,48.1324,3,0.9758,0.5566,0.1942,0.0602,0.0517,0,-5,0,-5,2,3,0,-0.7,0.1,-0.16,0.1,1.12,1.38
-5,-5,575.107223,535.66905,332.26806,2,8,2.4424,0.2817,67.3775,76.1051,5,1,0.9997,0.9999,0.9879,0.8497,0,-5,0,-5,5,13,1.76,-0.13,0.94,-9,-0.33,0.25,-9
-5,-5,151.117745,181.860038,133.171529,2,5,1.3006,0.2197,56.0575,64.2518,5,1,0.9914,0.9838,0.6612,0.2004,0,-5,0,-5,3,13,-1.16,-0.3,-1.02,0.14,-0.33,0.25,0.93
-5,-5,0,0,268.487809,1,6,0.0501,0.2548,40.7941,51.2708,3,0.9928,0.7626,0.366,0.0814,0.0566,0,-5,-7,-5,2,2,0.6,-0.36,-0.58,0.49,1.13,0.25,0.54
-5,-5,53.614243,65.395468,51.381514,2,5,-0.201,0.2652,37.2293,48.6634,3,0.9802,0.5976,0.2169,0.0629,0.0523,0,-5,-7,-5,1,2,0.6,-7,-7,-7,-7,-7,-7
-5,-5,194.48636,212.793019,189.426663,2,6,-1.3196,0.2898,22.4409,37.0517,1,0.4307,0.058,0.0378,0.0396,0.0468,0,-5,0,-5,2,3,-0.57,-0.3,-1.41,-1.68,-7,-7,-7
-5,-5,134.965337,0,107.184497,1,8,1.7501,0.236,61.1846,68.9182,5,1,0.9978,0.9977,0.8941,0.4188,0,-5,1,-5,4,5,1.16,-0.7,0.1,1.25,-7,-7,-7
-5,-5,0,593.80993,365.154928,1,8,1.1661,0.2582,54.4781,62.8555,5,0.9999,0.9873,0.9717,0.5587,0.1614,1,-5,0,-5,4,10,0.6,1.31,0.1,2.08,-0.47,0.25,0.16
-5,-5,422.845629,383.073557,245.932012,1,8,-0.1096,0.2422,38.5676,49.6121,3,0.9862,0.6651,0.2639,0.0684,0.0536,4,-5,-7,-5,3,4,0,-1.1,0.1,-0.18,0.1,0.25,-0.23
-5,-5,256.167178,231.064192,165.864745,1,8,0.0088,0.2565,40.2319,50.8415,3,0.9914,0.7399,0.3373,0.0775,0.0557,4,-5,-7,-5,3,3,-1.73,-1.17,-1.36,-2.16,-0.71,-1.2,-1.07
-5,-5,354.578393,359.036269,327.229309,2,8,-0.5567,0.2777,31.7917,44.9711,2,0.9247,0.3057,0.103,0.0495,0.0491,0,-5,-7,-5,3,1,-1.73,-0.3,-2.92,-1.68,-0.89,-2.47,-1.82
-5,-5,0,0,209.9364,1,6,0.5539,0.2733,47.1564,56.5001,4,0.9991,0.9301,0.7563,0.1809,0.0764,-8,-5,-8,-5,-8,-8,-1.13,-0.7,0.78,-0.16,-7,-7,-7
-5,-5,0,183.976967,133.149549,2,3,0.8613,0.2498,50.861,59.6915,5,0.9997,0.9696,0.9082,0.332,0.1052,4,-5,-7,-5,3,3,0,-0.3,0.1,0.19,0.1,0.25,1.32
-5,-5,280.541131,305.686725,238.013718,1,8,-1.2879,0.2564,22.7421,37.3801,1,0.459,0.0614,0.0387,0.0398,0.0468,0,-5,0,-5,3,7,-1.73,-0.3,-0.17,0.38,1.27,-1.18,-0.56
-5,-5,388.705659,0,266.198229,2,5,-0.6794,0.2989,29.9759,43.6968,2,0.8853,0.2269,0.0821,0.0468,0.0485,-8,-5,-8,-5,-8,-8,-0.57,-0.3,-1.68,-1.49,0.84,1.12,1.64
-5,-5,157.78754,0,115.971007,2,8,0.2968,0.2708,43.9883,53.832,4,0.9974,0.8664,0.56,0.1149,0.0636,-8,-5,-8,-5,-8,-8,0,-0.76,0.27,0.66,-7,-7,-7
-5,-5,0,0,322.784695,1,4,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-5,-8,-5,-8,-8,-8,-8,-8,-8,-8,-8,-8
-5,-5,21.912274,15.509764,16.309793,2,3,-1.4066,0.2772,21.6485,36.1483,1,0.3554,0.0498,0.0357,0.0391,0.0467,0,-5,-7,-5,2,2,0.6,1.31,-0.29,-0.18,1.69,0.25,-0.67
-5,-5,367.66938,396.79135,203.414941,1,3,0.5471,0.236,47.0746,56.4303,4,0.9991,0.9289,0.7518,0.1786,0.0759,0,-5,-7,-5,3,3,0.6,1.31,1.62,1.69,1.27,1.09,0.93
-5,-5,216.603705,217.35822,150.534346,1,8,0.0845,0.2715,41.2542,51.6275,3,0.9937,0.7803,0.391,0.0849,0.0573,-8,-5,-8,-5,-8,-8,0,-0.13,0.22,0.12,0.28,1.09,1.38
-5,-5,43.419368,51.902509,36.045836,2,3,-1.7057,0.315,19.3404,33.0426,1,0.1524,0.0306,0.0311,0.038,0.0464,0,-5,-7,-5,3,5,-1.73,-0.93,-1.41,-1.19,-0.89,-2.17,0.93
-5,-5,281.325906,292.209123,224.743401,1,5,-0.3003,0.2493,35.7324,47.6331,2,0.9709,0.5164,0.175,0.058,0.0512,0,-5,0,-5,2,1,0.6,-7,-7,-7,-7,-7,-7
-5,-5,6.366589,10.53133,7.18824,1,1,-0.2305,0.2841,36.7887,48.3573,3,0.9778,0.5742,0.2035,0.0613,0.052,0,-5,-7,-5,2,2,0.63,0.27,0.22,0.19,1.69,0.68,-9
-5,-5,0,0,253.815376,1,-9,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-5,-8,-5,-8,-8,-8,-8,-8,-8,-8,-8,-8
-5,-5,434.393436,0,259.765017,1,3,-0.2901,0.3068,35.887,47.7384,2,0.972,0.525,0.1789,0.0585,0.0513,0,-5,-7,-5,2,2,0.6,0.11,0.1,0.86,-7,-7,-7
-5,-5,0,0,321.190495,1,-9,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-5,-8,-5,-8,-8,-8,-8,-8,-8,-8,-8,-8
-5,-5,40.767983,46.997086,42.910645,2,2,0.8787,0.2584,51.0691,59.8723,5,0.9998,0.971,0.9138,0.3434,0.1075,0,-5,0,-5,5,13,0.6,-0.13,0.55,-0.18,0.1,-0.76,-0.56
-5,-5,0,202.678154,107.112567,1,6,-0.1769,0.2608,37.5868,48.9138,3,0.982,0.6162,0.2285,0.0642,0.0527,-8,-5,-8,-5,-8,-8,-1.73,-2.37,-1.63,-2.11,-1.88,-0.91,-2.26
-5,-5,80.560415,85.361265,62.032185,1,5,-0.5329,0.2918,32.1542,45.2187,2,0.9308,0.3233,0.1079,0.0501,0.0493,0,-5,-7,-5,1,2,0.63,-2.94,0.51,-1.03,-7,-7,-7
-5,-5,110.90581,94.672441,64.451892,1,2,-1.6351,0.2916,19.8266,33.7762,1,0.1905,0.0342,0.0319,0.0382,0.0465,0,-5,0,-5,2,3,-1.73,-0.3,-1.14,-1.31,-7,-7,-7
-5,-5,0,0,35.141406,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-5,-8,-5,-8,-8,-8,-8,-8,-8,-8,-8,-8
-5,-5,1204.793345,1103.683982,1089.260132,1,5,-1.0156,0.2493,25.6239,40.2071,1,0.6928,0.1044,0.0502,0.042,0.0473,-8,-5,-8,-5,-8,-8,0.6,-0.3,0.1,-9,-0.47,0.25,-9
-5,-5,0,0,193.083678,1,3,-0.7235,0.2182,29.3508,43.2395,2,0.8675,0.2037,0.0762,0.046,0.0483,0,-5,0,-5,2,2,0.03,0.67,0.55,0.66,-7,-7,-7
-5,-5,43.419368,51.902509,36.044902,2,3,-0.2164,0.2444,36.9996,48.5034,3,0.979,0.5854,0.2098,0.062,0.0521,0,-5,0,-5,3,4,-0.57,-0.7,-0.44,0.86,0.1,-0.89,0.16
-5,-5,52.941211,53.368601,43.777104,1,8,1.4186,0.2175,57.4313,65.4767,5,1,0.994,0.9902,0.7411,0.2439,0,-5,0,-5,2,5,0.6,-0.87,0.55,0.19,-1.93,-0.05,-1
-5,-5,381.380061,425.924427,311.594281,2,8,-0.2051,0.2678,37.1694,48.6216,3,0.9799,0.5944,0.215,0.0626,0.0523,0,-5,-7,-5,2,2,-1.73,-7,-7,-7,-7,-7,-7
-5,-5,149.589463,147.878237,111.366349,1,8,0.4404,0.2473,45.7688,55.3221,4,0.9986,0.9064,0.6749,0.1465,0.0699,-8,-5,-8,-5,-8,-8,1.76,0.9,1.34,0.96,0.71,-0.91,0.61
-5,-5,375.115904,0,276.67704,2,8,0.2957,0.2449,43.9736,53.8198,4,0.9974,0.866,0.5591,0.1146,0.0636,0,-5,0,-5,4,8,-0.57,0.74,-0.17,-0.18,1.69,-0.17,0.49
-5,-5,0,0,838.073395,2,4,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-5,-8,-5,-8,-8,-8,-8,-8,-8,-8,-8,-8
-5,-5,77.725321,82.269115,44.391932,1,3,-0.0414,0.263,39.5361,50.3201,3,0.9895,0.7099,0.3045,0.0733,0.0548,0,-5,0,-5,4,4,0,-0.3,-0.17,-0.65,0.1,-9,-1.4
-5,-5,0,0,144.537491,2,8,-1.8042,0.336,18.7232,32.0208,1,0.1097,0.0264,0.0302,0.0377,0.0464,-8,-5,-8,-5,-8,-8,-1.13,0.9,0.38,0.12,1.69,1.53,0.2
-5,-5,260.949739,236.358214,137.250413,2,8,2.1863,0.255,65.4804,73.4463,5,1,0.9994,0.9997,0.9723,0.7131,4,-5,1,-5,7,9,0.6,-0.3,0.1,0.19,-0.33,0.25,0.16
-5,-5,4.551,6.172435,7.484733,1,2,1.1033,0.2453,53.7375,62.2041,5,0.9999,0.9847,0.9635,0.5092,0.1466,4,-5,0,-5,3,5,1.76,-0.3,1.62,1.35,1.27,0.81,-0.3
-5,-5,117.318009,123.883049,87.58982,2,8,1.6571,0.2301,60.1556,67.9532,5,1,0.9971,0.9966,0.8618,0.3622,0,-5,0,-5,2,4,0,-0.7,-0.56,0.19,0.1,-0.48,0.5
-5,-5,0,102.821543,84.209178,2,8,0.0587,0.2581,40.9099,51.3601,3,0.993,0.7672,0.3722,0.0822,0.0568,0,-5,1,-5,5,8,-1.13,-0.07,0.1,0.19,-7,-7,-7
-5,-5,96.015144,91.006099,77.294962,1,8,1.3736,0.2136,56.9097,65.0103,5,1,0.9931,0.9882,0.7121,0.2262,0,-5,0,-5,4,5,0,0.1,0.22,-0.71,-1.88,1.1,-1.07
-5,-5,200.814523,165.110758,104.698882,2,5,-0.4942,0.2692,32.7462,45.6201,2,0.9398,0.3533,0.1166,0.0512,0.0495,0,-5,0,-5,3,4,0.03,-0.93,-0.56,-0.16,-1.5,-0.48,0.16
-5,-5,270.271336,271.212796,530.236889,1,6,-0.1582,0.2799,37.8624,49.1083,3,0.9833,0.6302,0.2379,0.0653,0.0529,-8,-5,-8,-5,-8,-8,0.6,-7,-7,-7,-7,-7,-7
-5,-5,88.391488,85.952425,45.131726,1,5,1.1224,0.2565,53.9632,62.4024,5,0.9999,0.9856,0.9662,0.5243,0.1509,0,-5,0,-5,4,5,1.19,1.31,0.1,1.35,0.71,0.25,0.54
-5,-5,56.456617,0,38.054632,1,8,0.8028,0.2863,50.161,59.0842,5,0.9997,0.9642,0.8873,0.296,0.0981,0,-5,0,-5,3,7,-1.13,-0.7,-1.7,-0.64,-7,-7,-7
-5,-5,47.240107,0,82.958383,1,5,-2.2414,0.3792,16.7386,27.4815,1,0.023,0.0146,0.0279,0.037,0.0462,-8,-5,-8,-5,-8,-8,-1.73,-0.3,-1,-0.64,0.52,0.25,0.49
-5,-5,84.93194,0,83.73978,1,5,-0.9345,0.3147,26.5877,41.0495,1,0.7513,0.1243,0.0555,0.0429,0.0475,0,-5,-7,-5,2,2,0.03,-7,-7,-7,-1.55,-0.63,-9
-5,-5,44.82034,35.479435,19.345979,1,5,0.3903,0.2404,45.1519,54.8025,4,0.9982,0.8938,0.6358,0.1341,0.0675,0,-5,4,-5,4,9,0.6,1.31,-0.61,0.49,-0.89,-0.89,-0.23
-5,-5,0,512.945271,301.027828,1,5,-0.4827,0.2084,32.9231,45.7395,2,0.9422,0.3624,0.1193,0.0515,0.0496,0,-5,0,-5,1,4,-0.57,1.31,0.1,0.87,-0.33,0.25,0.21
-5,-5,0,0,315.802459,1,8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,-5,0,-5,2,2,-8,-8,-8,-8,-8,-8,-8
-5,-5,0,0,41.775381,1,8,0.7275,0.263,49.2568,58.3024,4,0.9996,0.956,0.855,0.2548,0.0902,0,-5,0,-5,3,6,0.6,0.74,0.1,0.49,-1.32,-1.76,-2.59
-5,-5,0,0,76.338854,2,-9,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-5,-8,-5,-8,-8,-8,-8,-8,-8,-8,-8,-8
-5,-5,0,0,63.060153,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-5,-8,-5,-8,-8,-8,-8,-8,-8,-8,-8,-8
-5,-5,0,0,347.924556,2,8,-1.9595,0.3959,17.8855,30.4086,1,0.0634,0.0212,0.0291,0.0374,0.0463,0,-5,0,-5,2,2,-9,-7,-7,-7,-7,-7,-7
-5,-5,134.965337,117.25606,107.184497,1,8,0.5888,0.2435,47.5814,56.8631,4,0.9992,0.9362,0.7789,0.1935,0.0787,-8,-5,-8,-5,-8,-8,0.6,0.9,-0.17,-0.18,0.71,-0.16,-0.67
-5,-5,0,0,15.475407,2,5,0.1155,0.23,41.6645,51.9494,3,0.9945,0.7952,0.4143,0.0883,0.0581,4,-5,0,-5,1,2,0.6,-7,-7,-7,-7,-7,-7
-5,-5,60.430199,62.940722,26.943029,1,2,0.153,0.2348,42.1544,52.3384,4,0.9952,0.8121,0.4434,0.0929,0.0591,0,-5,-7,-5,2,3,0.6,0.67,0.95,0.98,1.13,-0.05,0.61
-5,-5,0,250.858041,149.285108,2,8,0.3549,0.2304,44.7129,54.4347,4,0.9979,0.8841,0.6074,0.1263,0.0659,0,-5,0,-5,4,10,0,0.9,1.62,1.32,0.23,-0.46,-0.22
-5,-5,260.116728,241.870453,210.292121,2,8,-0.359,0.2535,34.8314,47.0232,2,0.9635,0.4663,0.1543,0.0556,0.0506,0,-5,0,-5,4,5,0.03,-0.3,-0.56,-0.66,-0.33,-0.48,0.16
-5,-5,0,0,155.26487,1,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-5,-8,-5,-8,-8,-8,-8,-8,-8,-8,-8,-8
-5,-5,73.803626,95.190314,46.936388,2,2,1.4378,0.2383,57.6546,65.6769,5,1,0.9943,0.991,0.753,0.2519,-8,-5,-8,-5,-8,-8,1.76,0.27,1.21,-0.29,-0.89,-1.2,-0.67
-5,-5,0,37.265182,24.972259,1,2,-1.8938,0.4291,18.22,31.0901,1,0.0802,0.0232,0.0295,0.0375,0.0463,4,-5,4,-5,7,8,-1.73,-0.07,-0.58,-0.71,-0.47,-0.17,-0.28
-5,-5,526.789141,527.038507,292.228432,1,5,1.4563,0.2188,57.8676,65.8682,5,1,0.9946,0.9917,0.764,0.2599,0,-5,0,-5,2,6,0.6,0.9,0.51,1.71,1.27,0.25,0.54
-5,-5,504.262177,0,307.037589,1,8,-0.8436,0.3081,27.7307,41.9928,2,0.8079,0.1528,0.063,0.044,0.0478,0,-5,-7,-5,3,3,-0.57,-0.3,0.1,-0.18,-7,-7,-7
-5,-5,33.772968,37.715716,26.987096,2,5,0.052,0.2416,40.8186,51.2896,3,0.9928,0.7636,0.3673,0.0816,0.0566,0,-5,-7,-5,2,4,0.6,-2.3,-0.29,0.19,-0.33,-0.89,-0.61
-5,-5,136.052465,146.972778,128.407431,2,8,-0.4123,0.2769,34.0101,46.4706,2,0.9554,0.4208,0.1379,0.0537,0.0502,0,-5,0,-5,3,13,0.6,-1.67,-1.41,-1.81,0.1,-1.33,0.16
-5,-5,97.259743,98.554921,82.902847,1,8,-1.0433,0.255,25.3064,39.9194,1,0.6712,0.0985,0.0486,0.0417,0.0473,0,-5,0,-5,2,2,0.03,0.9,0.1,0.87,-7,-7,-7
-5,-5,216.030425,199.743284,166.417197,1,3,-0.6476,0.2656,30.437,44.0271,2,0.8969,0.2453,0.0869,0.0474,0.0486,4,-5,0,-5,2,2,-1.73,1.31,-0.2,0.19,-0.52,1.83,-0.56
-5,-5,0,0,18.463579,1,8,0.3406,0.241,44.5345,54.2858,4,0.9978,0.8799,0.5958,0.1233,0.0653,4,-5,4,-5,7,4,0.03,-7,-7,-7,0.28,0.67,-0.23
-5,-5,250.714599,308.946129,181.885768,2,8,-0.6721,0.2166,30.0823,43.7735,2,0.8881,0.2311,0.0832,0.0469,0.0485,-8,-5,-8,-5,-8,-8,-1.73,1.31,1.62,0.49,0.71,0.69,0.54
-5,-5,137.965847,149.039738,118.982451,2,6,0.2692,0.2456,43.6404,53.5448,4,0.9971,0.8572,0.5373,0.11,0.0626,-8,-5,-8,-5,-8,-8,0.6,-0.3,0.1,0.12,-0.89,-1.33,-1.51
-5,-5,46.478087,102.235417,93.474596,2,8,0.4888,0.2437,46.3622,55.8244,4,0.9988,0.9173,0.7109,0.16,0.0724,0,-5,0,-5,5,12,0.6,-7,-7,-7,-7,-7,-7
-5,-5,43.203334,25.505564,32.120133,2,8,0.5491,0.2667,47.098,56.4503,4,0.9991,0.9292,0.7531,0.1792,0.0761,0,-5,0,-5,4,3,0.6,-0.3,-0.34,0.19,0.1,-0.48,-0.24
-5,-5,96.015144,91.006099,69.173514,1,8,0.5359,0.2258,46.9375,56.3135,4,0.999,0.9267,0.7442,0.1748,0.0752,1,-5,1,-5,4,6,1.16,1.31,0.55,0.49,0.71,-9,0.87
-5,-5,134.798275,133.462236,83.761907,2,2,0.9272,0.253,51.648,60.3763,5,0.9998,0.9747,0.9279,0.3764,0.1144,-8,-5,-8,-5,-8,-8,-0.57,-0.3,0.1,0.19,-0.47,-0.48,-1.4
-5,-5,97.60941,110.861478,107.992034,2,8,0.5055,0.2374,46.5671,55.9984,4,0.9989,0.9207,0.723,0.165,0.0734,4,-5,0,-5,3,4,0.6,-1.33,0.95,1.02,0.71,0.25,0.16
-5,-5,0,239.998466,175.823653,2,8,-0.102,0.2572,38.6779,49.6917,3,0.9866,0.6704,0.2682,0.0689,0.0537,-8,-5,-8,-5,-8,-8,-1.73,-1.17,-0.69,-1.86,-0.28,-0.48,-0.23
-5,-5,0,0,43.56605,1,5,-0.0014,0.2501,40.0915,50.7354,3,0.9911,0.734,0.3304,0.0766,0.0555,0,-5,1,-5,4,5,-0.57,-0.3,-0.17,0.19,-0.33,0.25,0.16
-5,-5,0,202.250134,110.406031,1,3,-0.102,0.2577,38.6771,49.6911,3,0.9866,0.6703,0.2682,0.0689,0.0537,-8,-5,-8,-5,-8,-8,1.76,1.31,1.62,2.08,1.69,1.83,0.93
-5,-5,153.01049,0,114.676521,1,3,-0.3808,0.2584,34.4959,46.7973,2,0.9604,0.4476,0.1473,0.0548,0.0504,0,-5,0,-5,2,3,0.6,0.27,-0.44,1.04,1.69,0.97,1.38
-5,-5,0,140.667419,137.630818,2,8,-0.4773,0.2821,33.0064,45.7957,2,0.9434,0.3668,0.1206,0.0517,0.0497,-8,-5,-8,-5,-8,-8,-0.57,0.9,0.39,-1.49,-0.33,1.1,-0.23
-5,-5,0,414.513769,249.766625,1,8,0.5633,0.2301,47.2706,56.5976,4,0.9991,0.9318,0.7625,0.1842,0.077,0,-5,0,-5,4,8,-0.57,-1.33,0.51,-1.51,0.1,1.83,0.49
-5,-5,179.347479,177.569896,112.47242,2,2,0.7973,0.2319,50.0955,59.0274,5,0.9997,0.9637,0.8852,0.2929,0.0974,-8,-5,-8,-5,-8,-8,-0.57,-0.3,0.1,-9,0.1,0.25,-9
-5,-5,0,0,30.513544,1,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-5,-8,-5,-8,-8,-8,-8,-8,-8,-8,-8,-8
-5,-5,131.202777,138.008302,75.640075,2,8,-0.3526,0.2832,34.9307,47.0901,2,0.9644,0.4718,0.1564,0.0559,0.0507,-8,-5,-8,-5,-8,-8,-1.73,-1.74,-2.92,-2.46,1.27,0.67,1.7
-5,-5,35.164447,37.671913,28.890963,1,5,1.3657,0.2441,56.818,64.9284,5,1,0.993,0.9878,0.7068,0.2232,1,-5,-7,-5,7,5,1.76,0.27,1.62,1.69,1.69,1.83,0.94
-5,-5,669.796894,759.012893,346.005876,1,3,0.663,0.2642,48.4794,57.633,4,0.9994,0.9476,0.8223,0.224,0.0844,0,-5,4,-5,3,3,-1.13,1.31,-0.13,-1.33,-1.37,-2.91,-2.59
-5,-5,1211.57032,1226.802581,1198.684033,2,8,1.2825,0.2289,55.846,64.0641,5,1,0.991,0.9826,0.6479,0.1945,1,-5,1,-5,4,7,0,0.9,-0.17,0.19,-0.47,-0.16,1.38
-5,-5,712.19724,0,442.939662,1,8,3.0283,0.3702,69.9317,82.1876,5,1,1,1,0.9982,0.9796,1,-5,0,-5,4,6,1.76,1.31,1.62,0.86,0.1,-0.05,1.38
-5,-5,0,0,422.648854,1,8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-5,-8,-5,-8,-8,-8,-8,-8,-8,-8,-8,-8
-5,-5,10.170106,10.495078,9.941481,1,6,1.3848,0.2488,57.0394,65.126,5,1,0.9933,0.9887,0.7195,0.2305,0,-5,0,-5,3,3,1.19,-2.37,0.1,0.96,-0.89,0.25,0.61
