SCH_ID,X1NCESID,W1MATHTCH,W1SCITCH,W3HSTRANS,X1SEX,X1RACE,X1TXMTH,X1TXMSEM,X1TXMSCR,X1TXMTSCOR,X1TXMQUINT,X1TXMPROF1,X1TXMPROF2,X1TXMPROF3,X1TXMPROF4,X1TXMPROF5,X1PAR1OCC_STEM1,X1PAR1OCC_STEM2,X1PAR2OCC_STEM1,X1PAR2OCC_STEM2,X1PAREDU,X1FAMINCOME,X1MTHID,X1MTHUTI,X1MTHEFF,X1MTHINT,X1SCIUTI,X1SCIEFF,X1SCIINT
-5,-5,97.546811,0,77.014579,1,8,-0.2023,0.2668,37.2112,48.6507,3,0.9801,0.5966,0.2163,0.0628,0.0523,0,-5,-7,-5,2,1,1.16,1.31,0.38,0.93,-1.37,-2.91,-1.81
-5,-5,256.285034,264.4608,182.735814,2,8,0.6765,0.288,48.6424,57.7732,4,0.9995,0.9495,0.8296,0.2301,0.0856,-8,-5,-8,-5,-8,-8,0.6,1.31,1.62,-1.56,1.69,1.83,1.38
-5,-5,48.580024,20.277186,30.035583,1,8,-0.233,0.2738,36.7514,48.3315,3,0.9776,0.5722,0.2024,0.0612,0.0519,0,-5,0,-5,2,5,0,0.9,0.1,0.98,-1.08,-0.05,0.99
-5,-5,0,0,32.805135,1,-9,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-5,-8,-5,-8,-8,-8,-8,-8,-8,-8,-8,-8
-5,-5,0,0,117.962066,2,-9,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-5,-8,-5,-8,-8,-8,-8,-8,-8,-8,-8,-8
-5,-5,0,0,111.656606,2,8,1.3223,0.2278,56.311,64.4771,5,1,0.992,0.9853,0.6767,0.2077,4,-5,4,-5,7,13,0.6,-1.96,1.62,-1.25,0.1,1.83,-0.58
-5,-5,11.700039,0,11.406607,1,2,0.2205,0.2369,43.0236,53.0397,4,0.9964,0.8396,0.4975,0.1022,0.061,0,-5,0,-5,4,5,-0.57,-0.3,0.1,-0.29,-7,-7,-7
-5,-5,872.954974,995.419826,696.012824,1,3,-0.7805,0.2341,28.5656,42.6474,2,0.8413,0.1774,0.0694,0.045,0.048,-8,-5,-8,-5,-8,-8,0.6,1.31,1.62,1.34,0.71,-0.89,-2.22
-5,-5,195.709472,222.052269,0,1,8,-0.4561,0.2938,33.3324,46.0152,2,0.9476,0.384,0.1259,0.0523,0.0498,-8,-5,-8,-5,-8,-8,-0.57,0.27,-1.68,-0.71,1.69,1.83,1.25
-5,-5,71.864292,124.950554,95.5477,2,8,-0.9114,0.2125,26.8711,41.2888,1,0.7666,0.1308,0.0573,0.0431,0.0476,-8,-5,-8,-5,-8,-8,0.6,1.31,1.62,1.69,1.69,1.83,1.7
-5,-5,414.880571,385.405259,342.901828,1,8,-0.2819,0.2619,36.0116,47.8234,2,0.9728,0.5319,0.1821,0.0588,0.0514,4,-5,0,-5,3,4,-0.57,-0.3,-1.02,-0.59,-0.89,-0.46,-1.05
-5,-5,0,0,73.721615,2,3,-1.1413,0.2515,24.2285,38.902,1,0.5896,0.0809,0.0439,0.0408,0.047,-8,-5,-8,-5,-8,-8,-0.57,-0.3,-0.29,-1.01,0.1,-0.48,-0.67
-5,-5,411.929704,367.649247,207.277618,1,2,0.8144,0.2457,50.3004,59.205,5,0.9997,0.9654,0.8918,0.3029,0.0994,-8,-5,-8,-5,-8,-8,0,-0.59,-0.29,0.47,-0.42,-0.17,0.99
